"cellsID","area_km2","feature_names"
271062,2619.72684644801,"Shelf_seafloor"
271245,2619.72684644801,"Shelf_seafloor"
271283,2619.726846448,"Shelf_seafloor"
274494,2619.72684644791,"Shelf_seafloor"
275434,2619.72684644797,"Shelf_seafloor"
275523,2619.72684644794,"Shelf_seafloor"
286475,2619.72684644797,"Shelf_seafloor"
290122,2619.72684644798,"Shelf_seafloor"
290875,2619.72684644801,"Shelf_seafloor"
290979,2619.72684644794,"Shelf_seafloor"
291029,2619.72684644795,"Shelf_seafloor"
291832,2619.72684644798,"Shelf_seafloor"
292153,2619.72684644788,"Shelf_seafloor"
293191,2619.72684644806,"Shelf_seafloor"
293266,2619.72684644786,"Shelf_seafloor"
293456,2619.72684644786,"Shelf_seafloor"
295614,2619.72684644789,"Shelf_seafloor"
295797,2619.72684644794,"Shelf_seafloor"
295798,2619.72684644785,"Shelf_seafloor"
295978,2619.72684644786,"Shelf_seafloor"
296498,2619.72684644786,"Shelf_seafloor"
298401,2619.72684644787,"Shelf_seafloor"
299403,2619.72684644787,"Shelf_seafloor"
299476,2619.7268464479,"Shelf_seafloor"
299528,2619.72684644801,"Shelf_seafloor"
299549,2619.72684644793,"Shelf_seafloor"
299600,2619.72684644798,"Shelf_seafloor"
299621,2619.7268464479,"Shelf_seafloor"
299673,2619.72684644796,"Shelf_seafloor"
299694,2619.72684644793,"Shelf_seafloor"
299745,2619.72684644793,"Shelf_seafloor"
299766,2619.72684644784,"Shelf_seafloor"
299868,2619.72684644796,"Shelf_seafloor"
299909,2619.72684644796,"Shelf_seafloor"
299961,2619.72684644798,"Shelf_seafloor"
299980,2619.72684644795,"Shelf_seafloor"
300032,2619.72684644795,"Shelf_seafloor"
300051,2619.72684644796,"Shelf_seafloor"
300120,2619.72684644791,"Shelf_seafloor"
300172,2619.72684644791,"Shelf_seafloor"
300189,2619.72684644789,"Shelf_seafloor"
300257,2619.72684644798,"Shelf_seafloor"
300309,2619.72684644798,"Shelf_seafloor"
300392,2619.72684644791,"Shelf_seafloor"
300521,2619.72684644796,"Shelf_seafloor"
300583,2619.72684644789,"Shelf_seafloor"
300635,2619.72684644791,"Shelf_seafloor"
300644,2619.72684644789,"Shelf_seafloor"
300645,2619.72684644792,"Shelf_seafloor"
300705,2619.72684644793,"Shelf_seafloor"
300706,2619.72684644791,"Shelf_seafloor"
300767,2619.72684644788,"Shelf_seafloor"
300768,2619.72684644794,"Shelf_seafloor"
300827,2619.72684644794,"Shelf_seafloor"
300828,2619.72684644794,"Shelf_seafloor"
300887,2619.72684644788,"Shelf_seafloor"
300946,2619.72684644785,"Shelf_seafloor"
300947,2619.72684644785,"Shelf_seafloor"
300948,2619.72684644788,"Shelf_seafloor"
301005,2619.72684644788,"Shelf_seafloor"
301006,2619.72684644807,"Shelf_seafloor"
301007,2619.72684644796,"Shelf_seafloor"
301062,2619.72684644791,"Shelf_seafloor"
301063,2619.72684644791,"Shelf_seafloor"
301064,2619.72684644791,"Shelf_seafloor"
301093,2619.72684644791,"Shelf_seafloor"
301118,2619.72684644788,"Shelf_seafloor"
301119,2619.72684644807,"Shelf_seafloor"
301121,2619.7268464479,"Shelf_seafloor"
301173,2619.72684644779,"Shelf_seafloor"
301174,2619.72684644779,"Shelf_seafloor"
301175,2619.72684644791,"Shelf_seafloor"
301226,2619.72684644782,"Shelf_seafloor"
301227,2619.72684644813,"Shelf_seafloor"
301229,2619.72684644795,"Shelf_seafloor"
301280,2619.72684644785,"Shelf_seafloor"
301281,2619.72684644785,"Shelf_seafloor"
301282,2619.72684644785,"Shelf_seafloor"
301333,2619.72684644788,"Shelf_seafloor"
301334,2619.72684644806,"Shelf_seafloor"
301336,2619.72684644798,"Shelf_seafloor"
301387,2619.72684644791,"Shelf_seafloor"
301388,2619.72684644791,"Shelf_seafloor"
301389,2619.72684644794,"Shelf_seafloor"
301441,2619.72684644806,"Shelf_seafloor"
301443,2619.72684644794,"Shelf_seafloor"
301493,2619.72684644785,"Shelf_seafloor"
301494,2619.72684644785,"Shelf_seafloor"
301495,2619.72684644797,"Shelf_seafloor"
301546,2619.72684644806,"Shelf_seafloor"
301548,2619.7268464479,"Shelf_seafloor"
301598,2619.72684644791,"Shelf_seafloor"
301599,2619.72684644791,"Shelf_seafloor"
301601,2619.72684644794,"Shelf_seafloor"
301652,2619.72684644806,"Shelf_seafloor"
301654,2619.72684644795,"Shelf_seafloor"
301705,2619.72684644785,"Shelf_seafloor"
301706,2619.72684644785,"Shelf_seafloor"
301708,2619.72684644797,"Shelf_seafloor"
301759,2619.72684644812,"Shelf_seafloor"
301762,2619.72684644794,"Shelf_seafloor"
301814,2619.72684644791,"Shelf_seafloor"
301815,2619.72684644791,"Shelf_seafloor"
301817,2619.72684644796,"Shelf_seafloor"
301872,2619.72684644805,"Shelf_seafloor"
301873,2619.72684644781,"Shelf_seafloor"
301874,2619.7268464479,"Shelf_seafloor"
301875,2619.72684644801,"Shelf_seafloor"
301930,2619.72684644778,"Shelf_seafloor"
301931,2619.72684644778,"Shelf_seafloor"
301933,2619.72684644796,"Shelf_seafloor"
301988,2619.72684644805,"Shelf_seafloor"
301989,2619.72684644787,"Shelf_seafloor"
301991,2619.7268464479,"Shelf_seafloor"
301992,2619.72684644791,"Shelf_seafloor"
302046,2619.72684644784,"Shelf_seafloor"
302048,2619.72684644796,"Shelf_seafloor"
302103,2619.72684644805,"Shelf_seafloor"
302104,2619.72684644787,"Shelf_seafloor"
302106,2619.7268464479,"Shelf_seafloor"
302158,2619.7268464479,"Shelf_seafloor"
302160,2619.72684644799,"Shelf_seafloor"
302213,2619.72684644787,"Shelf_seafloor"
302215,2619.72684644784,"Shelf_seafloor"
302264,2619.72684644784,"Shelf_seafloor"
302266,2619.72684644793,"Shelf_seafloor"
302267,2619.72684644793,"Shelf_seafloor"
302316,2619.72684644787,"Shelf_seafloor"
302318,2619.72684644795,"Shelf_seafloor"
302364,2619.72684644789,"Shelf_seafloor"
302366,2619.72684644786,"Shelf_seafloor"
302367,2619.72684644798,"Shelf_seafloor"
302414,2619.72684644786,"Shelf_seafloor"
302416,2619.72684644795,"Shelf_seafloor"
302463,2619.72684644783,"Shelf_seafloor"
302464,2619.72684644801,"Shelf_seafloor"
302466,2619.72684644798,"Shelf_seafloor"
302467,2619.72684644798,"Shelf_seafloor"
302516,2619.72684644786,"Shelf_seafloor"
302518,2619.72684644789,"Shelf_seafloor"
302566,2619.72684644814,"Shelf_seafloor"
302568,2619.72684644792,"Shelf_seafloor"
