"cellsID","area_km2","feature_names"
283531,2619.72684644803,"Rises_seafloor"
283784,2619.72684644785,"Rises_seafloor"
283911,2619.72684644794,"Rises_seafloor"
284164,2619.72684644798,"Rises_seafloor"
284291,2619.72684644783,"Rises_seafloor"
284545,2619.72684644777,"Rises_seafloor"
284673,2619.72684644786,"Rises_seafloor"
284800,2619.72684644789,"Rises_seafloor"
284927,2619.72684644804,"Rises_seafloor"
284928,2619.72684644792,"Rises_seafloor"
285054,2619.72684644789,"Rises_seafloor"
285055,2619.72684644789,"Rises_seafloor"
285182,2619.72684644797,"Rises_seafloor"
285309,2619.72684644801,"Rises_seafloor"
285310,2619.72684644801,"Rises_seafloor"
285437,2619.72684644789,"Rises_seafloor"
285438,2619.72684644789,"Rises_seafloor"
285567,2619.72684644789,"Rises_seafloor"
285568,2619.72684644789,"Rises_seafloor"
285696,2619.72684644789,"Rises_seafloor"
285697,2619.72684644789,"Rises_seafloor"
285826,2619.72684644795,"Rises_seafloor"
285955,2619.72684644794,"Rises_seafloor"
285956,2619.72684644794,"Rises_seafloor"
286085,2619.72684644795,"Rises_seafloor"
286086,2619.72684644801,"Rises_seafloor"
286215,2619.7268464478,"Rises_seafloor"
286345,2619.72684644795,"Rises_seafloor"
286475,2619.72684644797,"Rises_seafloor"
289481,2619.72684644792,"Rises_seafloor"
289606,2619.72684644801,"Rises_seafloor"
289607,2619.72684644795,"Rises_seafloor"
289727,2619.72684644788,"Rises_seafloor"
289728,2619.72684644798,"Rises_seafloor"
293345,2619.72684644786,"Rises_seafloor"
293439,2619.72684644791,"Rises_seafloor"
293440,2619.72684644791,"Rises_seafloor"
293534,2619.72684644786,"Rises_seafloor"
293535,2619.72684644798,"Rises_seafloor"
293627,2619.72684644795,"Rises_seafloor"
293628,2619.72684644795,"Rises_seafloor"
293721,2619.72684644786,"Rises_seafloor"
293722,2619.72684644789,"Rises_seafloor"
293813,2619.72684644798,"Rises_seafloor"
293814,2619.72684644786,"Rises_seafloor"
293906,2619.72684644786,"Rises_seafloor"
293907,2619.72684644807,"Rises_seafloor"
293999,2619.72684644791,"Rises_seafloor"
294000,2619.72684644792,"Rises_seafloor"
294092,2619.72684644801,"Rises_seafloor"
294093,2619.72684644801,"Rises_seafloor"
294185,2619.72684644783,"Rises_seafloor"
294277,2619.72684644792,"Rises_seafloor"
294369,2619.72684644795,"Rises_seafloor"
294370,2619.72684644795,"Rises_seafloor"
294462,2619.72684644789,"Rises_seafloor"
294553,2619.72684644798,"Rises_seafloor"
298095,2619.72684644788,"Rises_seafloor"
298265,2619.72684644791,"Rises_seafloor"
298439,2619.72684644793,"Rises_seafloor"
298526,2619.72684644798,"Rises_seafloor"
298702,2619.72684644797,"Rises_seafloor"
298878,2619.72684644797,"Rises_seafloor"
298958,2619.72684644788,"Rises_seafloor"
299034,2619.726846448,"Rises_seafloor"
299110,2619.72684644794,"Rises_seafloor"
299258,2619.72684644798,"Rises_seafloor"
299330,2619.726846448,"Rises_seafloor"
299404,2619.72684644786,"Rises_seafloor"
299477,2619.72684644793,"Rises_seafloor"
299622,2619.72684644796,"Rises_seafloor"
299694,2619.72684644793,"Rises_seafloor"
299767,2619.72684644787,"Rises_seafloor"
299838,2619.72684644793,"Rises_seafloor"
299909,2619.72684644796,"Rises_seafloor"
299910,2619.72684644796,"Rises_seafloor"
299981,2619.72684644787,"Rises_seafloor"
300051,2619.72684644796,"Rises_seafloor"
300052,2619.7268464479,"Rises_seafloor"
300121,2619.72684644792,"Rises_seafloor"
300189,2619.72684644789,"Rises_seafloor"
300190,2619.72684644795,"Rises_seafloor"
300258,2619.72684644798,"Rises_seafloor"
300325,2619.72684644795,"Rises_seafloor"
300392,2619.72684644791,"Rises_seafloor"
300393,2619.72684644786,"Rises_seafloor"
300458,2619.72684644789,"Rises_seafloor"
300521,2619.72684644796,"Rises_seafloor"
300522,2619.72684644792,"Rises_seafloor"
300584,2619.72684644789,"Rises_seafloor"
300645,2619.72684644792,"Rises_seafloor"
300646,2619.72684644792,"Rises_seafloor"
300707,2619.72684644794,"Rises_seafloor"
300768,2619.72684644794,"Rises_seafloor"
300769,2619.72684644785,"Rises_seafloor"
300829,2619.72684644794,"Rises_seafloor"
300889,2619.72684644797,"Rises_seafloor"
300890,2619.72684644798,"Rises_seafloor"
300948,2619.72684644788,"Rises_seafloor"
300949,2619.72684644788,"Rises_seafloor"
301008,2619.72684644796,"Rises_seafloor"
301009,2619.72684644798,"Rises_seafloor"
301064,2619.72684644791,"Rises_seafloor"
301065,2619.72684644794,"Rises_seafloor"
301122,2619.7268464479,"Rises_seafloor"
301123,2619.72684644791,"Rises_seafloor"
301175,2619.72684644791,"Rises_seafloor"
301176,2619.72684644794,"Rises_seafloor"
301229,2619.72684644795,"Rises_seafloor"
301230,2619.72684644795,"Rises_seafloor"
301231,2619.72684644791,"Rises_seafloor"
301282,2619.72684644785,"Rises_seafloor"
301283,2619.72684644788,"Rises_seafloor"
301336,2619.72684644798,"Rises_seafloor"
301337,2619.72684644798,"Rises_seafloor"
301338,2619.72684644791,"Rises_seafloor"
301390,2619.72684644794,"Rises_seafloor"
301391,2619.72684644794,"Rises_seafloor"
301397,2619.72684644794,"Rises_seafloor"
301443,2619.72684644794,"Rises_seafloor"
301444,2619.72684644794,"Rises_seafloor"
301445,2619.72684644785,"Rises_seafloor"
301450,2619.72684644785,"Rises_seafloor"
301496,2619.72684644791,"Rises_seafloor"
301497,2619.72684644794,"Rises_seafloor"
301502,2619.72684644794,"Rises_seafloor"
301503,2619.72684644797,"Rises_seafloor"
301548,2619.7268464479,"Rises_seafloor"
301549,2619.7268464479,"Rises_seafloor"
301550,2619.72684644797,"Rises_seafloor"
301555,2619.72684644797,"Rises_seafloor"
301556,2619.7268464479,"Rises_seafloor"
301602,2619.72684644785,"Rises_seafloor"
301603,2619.72684644788,"Rises_seafloor"
301604,2619.72684644794,"Rises_seafloor"
301608,2619.72684644788,"Rises_seafloor"
301609,2619.72684644794,"Rises_seafloor"
301610,2619.72684644785,"Rises_seafloor"
301654,2619.72684644795,"Rises_seafloor"
301655,2619.72684644795,"Rises_seafloor"
301656,2619.72684644797,"Rises_seafloor"
301657,2619.72684644795,"Rises_seafloor"
301660,2619.72684644795,"Rises_seafloor"
301661,2619.72684644797,"Rises_seafloor"
301662,2619.72684644795,"Rises_seafloor"
301709,2619.72684644794,"Rises_seafloor"
301710,2619.72684644794,"Rises_seafloor"
301711,2619.72684644797,"Rises_seafloor"
301715,2619.72684644794,"Rises_seafloor"
301716,2619.72684644797,"Rises_seafloor"
301717,2619.72684644794,"Rises_seafloor"
301762,2619.72684644794,"Rises_seafloor"
301763,2619.72684644794,"Rises_seafloor"
